,username,caption,caption_hashtags,tagged_users,tagged_users_full,likes,comments,is_ad,caption_is_edited,location,accessibility_caption,date,type,id,shortcode,sponsor_user,country,size,year,setting,caption_sentences,sent_len,sent_urls,caption_clean,caption_text,language,has_sponsored_hashtags,annotations,business_model,date_dt,dt_ordinal,dt_year_mon,caption_text_symbols,has_sponsored_keywords,has_disclosures,keyword_tfidf,keyword_keybert,captions_task,caption_task,label,baseline
239,snooki,Did my last interview for Jersey Shore today ❤️ Bitter Sweet ..super excited for the future 🔥🔥 I’m ready to hustle my ass off for a Positive and Fun ass career as a mawma  of 3 🙏🏽 Love you all 💋 #ThatsAWrapOnSnooks,['#ThatsAWrapOnSnooks'],[],[],177233,2757,False,False,,"Photo by Nicole ""Snooki"" Polizzi on March 10, 2020. Image may contain: 2 people, phone, selfie, indoor and closeup","10/03/2020, 21:06:22",GraphImage,2261994526410781985,B9kOAmGl7Uh,[],US,mega,2020,US_mega,['Did my last interview for Jersey Shore today ❤️ Bitter Sweet ..super excited for the future 🔥🔥 I’m ready to hustle my ass off for a Positive and Fun ass career as a mawma  of 3 🙏🏽 Love you all 💋 #ThatsAWrapOnSnooks'],1,[[]],Did my last interview for Jersey Shore today ❤️ Bitter Sweet ..super excited for the future 🔥🔥 I’m ready to hustle my ass off for a Positive and Fun ass career as a mawma of 3 🙏🏽 Love you all 💋,did my last interview for jersey shore today bitter sweet super excited for the future i m ready to hustle my ass off for a positive and fun ass career as a mawma of 3 love you all,en,False,"{'Not Sponsored': 1, 'Endorsement': 1}",Endorsement,2020-03-10 21:06:22,737494,2020/03,did my last interview for jersey shore today bitter sweet super excited for the future i m ready to hustle my ass off for a positive and fun ass career as a mawma of love you all #thatsawraponsnooks,False,False,"['ass' 'sweet super excited' 'interview for jersey' 'for positive and'
 'today bitter']","['interview jersey shore', 'did interview jersey', 'interview jersey', 'did interview', 'fun ass career']",Did my last interview for Jersey Shore today ❤️ Bitter Sweet ..super excited for the future 🔥🔥 I’m ready to hustle my ass off for a Positive and Fun ass career as a mawma of 3 🙏🏽 Love you all 💋 #ThatsAWrapOnSnooks,Did my last interview for Jersey Shore today ❤️ Bitter Sweet ..super excited for the future 🔥🔥 I’m ready to hustle my ass off for a Positive and Fun ass career as a mawma of 3 🙏🏽 Love you all 💋 #ThatsAWrapOnSnooks,True,False
240,snooki,"I realized @elisabethmossofficial was at GMA & i was stalking her all morning. I had to go potty and low and behold , there she was. I attacked her and screamed. After i assaulted her i asked for a picture and she was the nicest woman ever. I LOVE YOU, BLESSED BE MAWMA 🔥💋",[],['elisabethmossofficial'],['Elisabeth Moss'],68046,417,False,False,,"Photo shared by Nicole ""Snooki"" Polizzi on February 26, 2020 tagging @elisabethmossofficial. Image may contain: 2 people","26/02/2020, 16:52:17",GraphImage,2252444559119713062,B9CSmR-l4Mm,[],US,mega,2020,US_mega,"['I realized @elisabethmossofficial was at GMA & i was stalking her all morning.', 'I had to go potty and low and behold , there she was.', 'I attacked her and screamed.', 'After i assaulted her i asked for a picture and she was the nicest woman ever.', 'I LOVE YOU, BLESSED BE MAWMA 🔥💋']",5,"[[], [], [], [], []]","I realized @elisabethmossofficial was at GMA & i was stalking her all morning. I had to go potty and low and behold , there she was. I attacked her and screamed. After i assaulted her i asked for a picture and she was the nicest woman ever. I LOVE YOU, BLESSED BE MAWMA 🔥💋",i realized was at gma i was stalking her all morning i had to go potty and low and behold there she was i attacked her and screamed after i assaulted her i asked for a picture and she was the nicest woman ever i love you blessed be mawma,en,False,{'Not Sponsored': 2},Not Sponsored,2020-02-26 16:52:17,737481,2020/02,i realized @elisabethmossofficial was at gma i was stalking her all morning i had to go potty and low and behold there she was i attacked her and screamed after i assaulted her i asked for a picture and she was the nicest woman ever i love you blessed be mawma,False,False,['was' 'she was' 'her' 'love you blessed' 'potty and'],"['screamed assaulted asked', 'assaulted asked picture', 'screamed assaulted', 'love blessed mawma', 'assaulted asked']","I realized @elisabethmossofficial was at GMA & i was stalking her all morning. I had to go potty and low and behold , there she was. I attacked her and screamed. After i assaulted her i asked for a picture and she was the nicest woman ever. I LOVE YOU, BLESSED BE MAWMA 🔥💋","I realized @elisabethmossofficial was at GMA & i was stalking her all morning. I had to go potty and low and behold , there she was. I attacked her and screamed. After i assaulted her i asked for a picture and she was the nicest woman ever. I LOVE YOU, BLESSED BE MAWMA 🔥💋",False,False
241,snooki,Happy surprise party squirrel. You didn’t disappoint as you are bombed as shit. @misterp79 🙏🏽🙏🏽,[],[],[],123154,311,False,False,,"Photo by Nicole ""Snooki"" Polizzi on January 12, 2019. Image may contain: 1 person","13/01/2019, 01:05:22",GraphImage,1955534688308604588,BsjdHAqlq6s,[],US,mega,2019,US_mega,"['Happy surprise party squirrel.', 'You didn’t disappoint as you are bombed as shit.', '@misterp79 🙏🏽🙏🏽']",3,"[[], [], []]",Happy surprise party squirrel. You didn’t disappoint as you are bombed as shit. @misterp79 🙏🏽🙏🏽,happy surprise party squirrel you didn t disappoint as you are bombed as shit,en,False,{'Not Sponsored': 2},Not Sponsored,2019-01-13 01:05:22,737072,2019/01,happy surprise party squirrel you didn t disappoint as you are bombed as shit @misterp79,False,False,"['you didn disappoint' 'disappoint as you' 'are bombed as'
 'you are bombed' 'surprise party squirrel']","['squirrel didn disappoint', 'surprise party squirrel', 'party squirrel didn', 'party squirrel', 'squirrel didn']",Happy surprise party squirrel. You didn’t disappoint as you are bombed as shit. @misterp79 🙏🏽🙏🏽,Happy surprise party squirrel. You didn’t disappoint as you are bombed as shit. @misterp79 🙏🏽🙏🏽,False,False
242,snooki,#TBT to boo & I after a wild night at Karma in 2010.,['#TBT'],"['meilanimathews', 'sissygiovanna']","['Meilani Mathews', 'Giovanna LaValle']",320182,1894,False,False,New Jersey,"Photo by Nicole ""Snooki"" Polizzi in New Jersey with @meilanimathews, and @sissygiovanna. Image may contain: 2 people","13/12/2018, 13:54:25",GraphImage,1933453719074302182,BrVAenjFOjm,[],US,mega,2018,US_mega,['#TBT to boo & I after a wild night at Karma in 2010.'],1,[[]],to boo & I after a wild night at Karma in 2010.,to boo i after a wild night at karma in 2010,en,False,{'Not Sponsored': 2},Not Sponsored,2018-12-13 13:54:25,737041,2018/12,#tbt to boo i after a wild night at karma in,False,False,"['wild night at' 'karma in 2010' 'after wild' 'after wild night'
 'at karma in']","['wild night karma', 'night karma 2010', 'karma 2010', 'night karma', 'karma']",#TBT to boo & I after a wild night at Karma in 2010.,#TBT to boo & I after a wild night at Karma in 2010.,False,False
243,snooki,Soooooo our dumbasses decided to do FEAR FACTOR! I can’t! July 17! @deenanicolemtv @djpaulyd @realronniemagro #wepassedaway,['#wepassedaway'],[],[],94841,4547,False,False,New Jersey,,"27/06/2018, 21:43:34",GraphVideo,1811170806459545896,BkikkCilDko,[],US,mega,2018,US_mega,"['Soooooo our dumbasses decided to do FEAR FACTOR!', 'I can’t!', 'July 17!', '@deenanicolemtv @djpaulyd @realronniemagro #wepassedaway']",4,"[[], [], [], []]",Soooooo our dumbasses decided to do FEAR FACTOR! I can’t! July 17! @deenanicolemtv @djpaulyd @realronniemagro,sooo our dumbasses decided to do fear factor i can t july 17,en,False,{'Not Sponsored': 3},Not Sponsored,2018-06-27 21:43:34,736872,2018/06,sooo our dumbasses decided to do fear factor i can t july @deenanicolemtv @djpaulyd @realronniemagro #wepassedaway,False,False,"['factor can july' 'dumbasses decided' 'sooo our dumbasses' 'sooo our'
 'our dumbasses decided']","['fear factor july', 'decided fear factor', 'fear factor', 'dumbasses decided fear', 'decided fear']",Soooooo our dumbasses decided to do FEAR FACTOR! I can’t! July 17! @deenanicolemtv @djpaulyd @realronniemagro #wepassedaway,Soooooo our dumbasses decided to do FEAR FACTOR! I can’t! July 17! @deenanicolemtv @djpaulyd @realronniemagro #wepassedaway,False,False
244,snooki,My nuggets love JERZDAY 👦🏽👧🏽 #Represent #YesIMadeThemJerzdayShirts #NoShame available @ NicolesCraftRoom.com,"['#Represent', '#YesIMadeThemJerzdayShirts', '#NoShame']",[],[],224715,1878,False,False,,,"21/08/2017, 01:18:04",GraphSidecar,1585875259842957825,BYCKSWBBRIB,[],US,mega,2017,US_mega,['My nuggets love JERZDAY 👦🏽👧🏽 #Represent #YesIMadeThemJerzdayShirts #NoShame available @ NicolesCraftRoom.com'],1,[[]],My nuggets love JERZDAY 👦🏽👧🏽 available @ NicolesCraftRoom.com,my nuggets love jerzday available,en,False,"{'Not Sponsored': 1, 'Direct Sale': 1, 'Endorsement': 1}",Direct Sale,2017-08-21 01:18:04,736562,2017/08,my nuggets love jerzday #represent #yesimadethemjerzdayshirts #noshame available nicolescraftroom.com,False,False,"['jerzday available' 'love jerzday' 'love jerzday available'
 'my nuggets love' 'nuggets love jerzday']","['nuggets love jerzday', 'jerzday available', 'love jerzday available', 'nuggets love', 'love jerzday']",My nuggets love JERZDAY 👦🏽👧🏽 #Represent #YesIMadeThemJerzdayShirts #NoShame available @ NicolesCraftRoom.com,My nuggets love JERZDAY 👦🏽👧🏽 #Represent #YesIMadeThemJerzdayShirts #NoShame available @ NicolesCraftRoom.com,True,True
245,snooki,Hot messes playing Burpee Catch with the ball. Jesus take the wheel. @abogofit @legacy_athletic_club,[],[],[],22651,227,False,False,,,"17/05/2017, 02:01:43",GraphVideo,1516318753313700605,BULC99Rhrr9,[],US,mega,2017,US_mega,"['Hot messes playing Burpee Catch with the ball.', 'Jesus take the wheel.', '@abogofit @legacy_athletic_club']",3,"[[], [], []]",Hot messes playing Burpee Catch with the ball. Jesus take the wheel. @abogofit @legacy_athletic_club,hot messes playing burpee catch with the ball jesus take the wheel,en,False,"{'Not Sponsored': 1, 'Endorsement': 2}",Endorsement,2017-05-17 02:01:43,736466,2017/05,hot messes playing burpee catch with the ball jesus take the wheel @abogofit @legacy_athletic_club,False,False,['messes playing' 'ball jesus' 'ball jesus take' 'burpee' 'burpee catch'],"['playing burpee catch', 'burpee catch ball', 'messes playing burpee', 'playing burpee', 'burpee catch']",Hot messes playing Burpee Catch with the ball. Jesus take the wheel. @abogofit @legacy_athletic_club,Hot messes playing Burpee Catch with the ball. Jesus take the wheel. @abogofit @legacy_athletic_club,True,True
246,snooki,"Big day for this Mama Bear. Both my kids are now officially in school. I'm feeling such a range of emotions from sad to excited to feeling so proud of my nuggets. They're pretty awesome human beings & bring so much joy and love into my life! PROUD MAMA today and everyday! That being said, @jlavalle5 - wanna do Day dates now?! 💃🏽😍",[],[],[],397001,2247,False,False,,"Photo by Nicole ""Snooki"" Polizzi on May 03, 2017. Image may contain: 2 people","03/05/2017, 15:36:10",GraphImage,1506581820811415894,BTodC8OhpFW,[],US,mega,2017,US_mega,"['Big day for this Mama Bear.', 'Both my kids are now officially in school.', ""I'm feeling such a range of emotions from sad to excited to feeling so proud of my nuggets."", ""They're pretty awesome human beings & bring so much joy and love into my life!"", 'PROUD MAMA today and everyday!', 'That being said, @jlavalle5 - wanna do Day dates now?!', '💃🏽😍']",7,"[[], [], [], [], [], [], []]","Big day for this Mama Bear. Both my kids are now officially in school. I'm feeling such a range of emotions from sad to excited to feeling so proud of my nuggets. They're pretty awesome human beings & bring so much joy and love into my life! PROUD MAMA today and everyday! That being said, @jlavalle5 - wanna do Day dates now?! 💃🏽😍",big day for this mama bear both my kids are now officially in school feeling such a range of emotions from sad to excited to feeling so proud of my nuggets pretty awesome human beings bring so much joy and love into my life proud mama today and everyday that being said wanna do day dates now,en,False,{'Not Sponsored': 3},Not Sponsored,2017-05-03 15:36:10,736452,2017/05,big day for this mama bear both my kids are now officially in school i'm feeling such a range of emotions from sad to excited to feeling so proud of my nuggets they're pretty awesome human beings bring so much joy and love into my life proud mama today and everyday that being said @jlavalle5 wanna do day dates now,False,False,['mama' 'wanna do day' 'proud mama today' 'day dates' 'day dates now'],"['day mama bear', 'mama bear kids', 'big day mama', 'proud mama today', 'day mama']","Big day for this Mama Bear. Both my kids are now officially in school. I'm feeling such a range of emotions from sad to excited to feeling so proud of my nuggets. They're pretty awesome human beings & bring so much joy and love into my life! PROUD MAMA today and everyday! That being said, @jlavalle5 - wanna do Day dates now?! 💃🏽😍","Big day for this Mama Bear. Both my kids are now officially in school. I'm feeling such a range of emotions from sad to excited to feeling so proud of my nuggets. They're pretty awesome human beings & bring so much joy and love into my life! PROUD MAMA today and everyday! That being said, @jlavalle5 - wanna do Day dates now?! 💃🏽😍",False,False
247,snooki,YAS LEOPARD 😩❤ my Jersey Girl Romper- link in bio‼️ @thesnookishop,[],[],[],52783,211,False,False,,"Photo by Nicole ""Snooki"" Polizzi on March 16, 2017. Image may contain: 1 person","16/03/2017, 17:57:44",GraphImage,1471894036230400465,BRtN9PYh2nR,[],US,mega,2017,US_mega,['YAS LEOPARD 😩❤ my Jersey Girl Romper- link in bio‼️ @thesnookishop'],1,[[]],YAS LEOPARD 😩❤ my Jersey Girl Romper- link in bio‼️ @thesnookishop,yas leopard my jersey girl romper link in bio,en,False,"{'Endorsement': 2, 'Direct Sale': 1}",Endorsement,2017-03-16 17:57:44,736404,2017/03,yas leopard my jersey girl romper link in bio @thesnookishop,False,False,"['yas leopard my' 'jersey girl' 'my jersey girl' 'my jersey'
 'leopard my jersey']","['leopard jersey girl', 'yas leopard jersey', 'yas leopard', 'leopard jersey', 'leopard']",YAS LEOPARD 😩❤ my Jersey Girl Romper- link in bio‼️ @thesnookishop,YAS LEOPARD 😩❤ my Jersey Girl Romper- link in bio‼️ @thesnookishop,True,True
248,beberexha,My mood for the whole year. Just being myself and living the life I want. No longer living for others. If they like me for me then it’s meant to be. 🖤 also I die for this coat,[],['standstudio.official'],['STAND STUDIO'],330400,1384,False,True,"Los Angeles, California",,"06/01/2020, 21:40:16",GraphSidecar,2215625943888145610,B6_fA6cl6zK,[],US,mega,2020,US_mega,"['My mood for the whole year.', 'Just being myself and living the life I want.', 'No longer living for others.', 'If they like me for me then it’s meant to be.', '🖤 also I die for this coat']",5,"[[], [], [], [], []]",My mood for the whole year. Just being myself and living the life I want. No longer living for others. If they like me for me then it’s meant to be. 🖤 also I die for this coat,my mood for the whole year just being myself and living the life i want no longer living for others if they like me for me then it s meant to be also i die for this coat,en,False,"{'Not Sponsored': 1, 'Endorsement': 1}",Endorsement,2020-01-06 21:40:16,737430,2020/01,my mood for the whole year just being myself and living the life i want no longer living for others if they like me for me then it s meant to be also i die for this coat,False,False,"['living' 'year just being' 'want no longer' 'for others if'
 'longer living for']","['mood year just', 'mood year', 'year just living', 'meant die coat', 'living life want']",My mood for the whole year. Just being myself and living the life I want. No longer living for others. If they like me for me then it’s meant to be. 🖤 also I die for this coat,My mood for the whole year. Just being myself and living the life I want. No longer living for others. If they like me for me then it’s meant to be. 🖤 also I die for this coat,True,False
249,beberexha,"Someone told me, that when it comes to love to not be too hopeless or too hopeful. (Photo by: @babydjew)",[],[],[],306847,1577,False,True,,"Photo by Bebe Rexha on October 03, 2017. Image may contain: 1 person","03/10/2017, 19:08:47",GraphImage,1617579527557428895,BZyzAKQATaf,[],US,mega,2017,US_mega,"['Someone told me, that when it comes to love to not be too hopeless or too hopeful.', '(Photo by: @babydjew)']",2,"[[], []]","Someone told me, that when it comes to love to not be too hopeless or too hopeful. (Photo by: @babydjew)",someone told me that when it comes to love to not be too hopeless or too hopeful photo by,en,False,{'Not Sponsored': 3},Not Sponsored,2017-10-03 19:08:47,736605,2017/10,someone told me that when it comes to love to not be too hopeless or too hopeful photo by @babydjew,False,False,"['too hopeful' 'hopeful photo' 'me that when' 'or too hopeful'
 'hopeless or too']","['love hopeless hopeful', 'hopeless hopeful photo', 'comes love hopeless', 'hopeful photo', 'love hopeless']","Someone told me, that when it comes to love to not be too hopeless or too hopeful. (Photo by: @babydjew)","Someone told me, that when it comes to love to not be too hopeless or too hopeful. (Photo by: @babydjew)",False,False
250,beberexha,"""I Got You"" music video out now. Link in bio! 🌵🔥⭐️🌪🏜",[],[],[],109907,1230,False,False,,"Photo by Bebe Rexha on January 06, 2017. Image may contain: 1 person","06/01/2017, 17:52:28",GraphImage,1421881865144705613,BO7igXchSJN,[],US,mega,2017,US_mega,"['""I Got You"" music video out now.', 'Link in bio!', '🌵🔥⭐️🌪🏜']",3,"[[], [], []]","""I Got You"" music video out now. Link in bio! 🌵🔥⭐️🌪🏜",i got you music video out now link in bio,en,False,"{'Direct Sale': 2, 'Not Sponsored': 1}",Direct Sale,2017-01-06 17:52:28,736335,2017/01,i got you music video out now link in bio,False,False,"['got you music' 'you music video' 'you music' 'music video out'
 'video out now']","['music video link', 'video link bio', 'got music video', 'music video', 'video link']","""I Got You"" music video out now. Link in bio! 🌵🔥⭐️🌪🏜","""I Got You"" music video out now. Link in bio! 🌵🔥⭐️🌪🏜",True,True
251,hungvanngo,"@annabellewallis tonight for the premiere of #TheLoudestVoice ❤️✨⚡️🌟💫.
👗 @samanthamcmillen_stylist @stellamccartney
💇 @rebekahforecast
💄 @hungvanngo",['#TheLoudestVoice'],"['stellamccartney', 'thewallgroup', 'hungvanngo', 'annabellewallis', 'rebekahforecast', 'samanthamcmillen_stylist', 'sholtdseries']","['Stella McCartney', 'The Wall Group', 'Hung Vanngo', 'Annabelle Wallis', 'Rebekah Forecast', 'Samantha McMillen', 'Showtime Limited Series']",6004,34,False,False,"New York, New York",,"25/06/2019, 03:23:26",GraphSidecar,2073712419752151584,BzHTnVxpIog,[],US,mega,2019,US_mega,"['@annabellewallis tonight for the premiere of #TheLoudestVoice ❤️✨⚡️🌟💫.', '👗 @samanthamcmillen_stylist @stellamccartney\n💇 @rebekahforecast\n💄 @hungvanngo']",2,"[[], []]",@annabellewallis tonight for the premiere of ❤️✨⚡️🌟💫. 👗 @samanthamcmillen_stylist @stellamccartney 💇 @rebekahforecast 💄 @hungvanngo,tonight for the premiere of,en,False,{'Not Sponsored': 3},Not Sponsored,2019-06-25 03:23:26,737235,2019/06,@annabellewallis tonight for the premiere of #theloudestvoice @samanthamcmillen_stylist @stellamccartney @rebekahforecast @hungvanngo,False,False,"['for the premiere' 'tonight for the' 'the premiere of' 'premiere of'
 'the premiere']","['tonight premiere', 'tonight', 'premiere']",@annabellewallis tonight for the premiere of #TheLoudestVoice ❤️✨⚡️🌟💫. 👗 @samanthamcmillen_stylist @stellamccartney 💇 @rebekahforecast 💄 @hungvanngo,@annabellewallis tonight for the premiere of #TheLoudestVoice ❤️✨⚡️🌟💫. 👗 @samanthamcmillen_stylist @stellamccartney 💇 @rebekahforecast 💄 @hungvanngo,False,True
252,hungvanngo,Thank you @modelsdot for the feature. I am honored to be apart of the Industry Now series with such great company. Thank you @benhassett for the portrait 🖤. (Swipe ➡️),[],"['thewallgroup', 'hungvanngo', 'themoskovic', 'modelsdot', 'benhassett']","['The Wall Group', 'Hung Vanngo', 'Stephan Moskovic', 'Models.com', 'Ben Hassett']",6997,97,False,True,Ben Hassett Studio,,"22/05/2019, 04:11:24",GraphSidecar,2049094194427139142,Bxv2FAyJRRG,[],US,mega,2019,US_mega,"['Thank you @modelsdot for the feature.', 'I am honored to be apart of the Industry Now series with such great company.', 'Thank you @benhassett for the portrait 🖤.', '(Swipe ➡️)']",4,"[[], [], [], []]",Thank you @modelsdot for the feature. I am honored to be apart of the Industry Now series with such great company. Thank you @benhassett for the portrait 🖤. (Swipe ➡️),thank you for the feature i am honored to be apart of the industry now series with such great company thank you for the portrait swipe,en,False,"{'Barter': 2, 'Endorsement': 1}",Barter,2019-05-22 04:11:24,737201,2019/05,thank you @modelsdot for the feature i am honored to be apart of the industry now series with such great company thank you @benhassett for the portrait swipe,False,False,"['you for the' 'company thank you' 'the portrait swipe' 'the industry now'
 'the feature am']","['great company thank', 'company thank', 'series great company', 'company thank portrait', 'thank portrait swipe']",Thank you @modelsdot for the feature. I am honored to be apart of the Industry Now series with such great company. Thank you @benhassett for the portrait 🖤. (Swipe ➡️),Thank you @modelsdot for the feature. I am honored to be apart of the Industry Now series with such great company. Thank you @benhassett for the portrait 🖤. (Swipe ➡️),True,True
